site_code,Specie,year,season,variable,mean,sd,se,cv,median,sum,min,max,n,sp_elev,sp_code,elev_code,elev,elev_cat
PIHAL_NACIMIENTO_L,P. halepensis,2003,spring,ndvi,0.33893333333333336,0.04630877526632147,0.018905478335950965,13.663092623816325,0.35595,2.0336000000000003,0.279,0.39530000000000004,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2003,summer,evi,0.14763333333333334,0.01546915209915097,0.006315254899403862,10.478089026293274,0.14305,0.8858,0.1331,0.16970000000000002,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2003,summer,ndvi,0.27713333333333334,0.029200936058055862,0.011921232225645883,10.536782315872935,0.27465,1.6628,0.2424,0.31820000000000004,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2003,winter,evi,0.16753333333333334,0.02534440109110229,0.010346808418272976,15.127975183706102,0.16615000000000002,1.0052,0.1311,0.20570000000000002,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2003,winter,ndvi,0.44215000000000004,0.10585814564784327,0.043216406992406635,23.941681702554167,0.4134,2.6529000000000003,0.30970000000000003,0.5899,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2004,autumn,evi,0.16544,0.019019411137046274,0.008505739238890407,11.496259149568589,0.1623,0.8272,0.14070000000000002,0.1867,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2004,autumn,ndvi,0.35918,0.05396000370644909,0.024131647270752156,15.0231092227989,0.33480000000000004,1.7959,0.3235,0.454,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2004,spring,evi,0.20316666666666666,0.014640173040871706,0.00597682561603101,7.2059916526029735,0.20950000000000002,1.219,0.1784,0.2174,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2004,spring,ndvi,0.4296166666666667,0.026438942238044747,0.01079365297035459,6.154077411190925,0.43320000000000003,2.5777,0.3814,0.4566,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2004,summer,evi,0.18278333333333335,0.0194512124729197,0.007940924239518837,10.641677289825676,0.18135,1.0967,0.1547,0.21450000000000002,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2004,summer,ndvi,0.3374666666666667,0.04780266380304206,0.019515355777210707,14.165151265223841,0.32915000000000005,2.0248,0.2879,0.4082,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2004,winter,evi,0.18746666666666667,0.01376497971907938,0.0056195294385839025,7.34262787290863,0.18560000000000001,1.1248,0.1705,0.2071,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2004,winter,ndvi,0.48405000000000004,0.03843928979572853,0.015692774345751188,7.941181653905284,0.4918,2.9043,0.42760000000000004,0.5205000000000001,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2005,autumn,evi,0.1504,0.020492559625385997,0.009164551271066142,13.62537209134707,0.14700000000000002,0.752,0.1263,0.18180000000000002,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2005,autumn,ndvi,0.35148,0.04957249237228243,0.022169492551702665,14.103929774747476,0.38280000000000003,1.7574,0.28800000000000003,0.3936,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2005,spring,evi,0.19603333333333334,0.0366347740086747,0.01495608386057141,18.68803299201226,0.19770000000000001,1.1762000000000001,0.1578,0.26030000000000003,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2005,spring,ndvi,0.37468333333333337,0.06062215491605908,0.02474889110871659,16.179570726229013,0.36975,2.2481,0.2897,0.4727,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2005,summer,evi,0.1511,0.019649834604901897,0.008022011385348858,13.004523232893378,0.15255000000000002,0.9066000000000001,0.12610000000000002,0.17930000000000001,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2005,summer,ndvi,0.28441666666666665,0.028567633200296226,0.01166268741661963,10.044289434619243,0.28190000000000004,1.7065000000000001,0.256,0.32320000000000004,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2005,winter,evi,0.18603333333333333,0.022348213948024276,0.009123620139201571,12.01301591902398,0.19590000000000002,1.1162,0.1495,0.2039,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2005,winter,ndvi,0.46033333333333337,0.05013727821358743,0.020468458119208156,10.891515904472287,0.47225,2.762,0.3715,0.5205000000000001,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2006,autumn,evi,0.16870000000000002,0.028569389212932086,0.012776619271153072,16.93502620802139,0.16390000000000002,0.8435,0.1374,0.2076,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2006,autumn,ndvi,0.41156000000000004,0.07093273574309679,0.0317220837903187,17.2350898394151,0.4162,2.0578000000000003,0.31,0.5017,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2006,spring,evi,0.1825,0.026935626965043896,0.010996423661051502,14.759247652078846,0.18265,1.095,0.15560000000000002,0.2296,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2006,spring,ndvi,0.35885,0.02572382164453797,0.010501706210579944,7.168405084168307,0.35385,2.1531000000000002,0.3307,0.4041,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2006,summer,evi,0.14825,0.0162243952121489,0.006623581609169874,10.943942807520338,0.14100000000000001,0.8895000000000001,0.1375,0.18030000000000002,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2006,summer,ndvi,0.28948333333333337,0.041857062327242546,0.017088074138936135,14.459230465971284,0.27615,1.7369,0.2589,0.37270000000000003,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2006,winter,evi,0.18171666666666667,0.018113466445345755,0.007394791710686951,9.967971995971249,0.18580000000000002,1.0903,0.14780000000000001,0.2001,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2006,winter,ndvi,0.45335000000000003,0.07537094267686983,0.03077005849848193,16.625332012103193,0.45220000000000005,2.7201,0.3468,0.5738,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2007,autumn,evi,0.16564,0.013035643444034519,0.0058297169742621315,7.869864431317628,0.165,0.8282,0.1492,0.18560000000000001,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2007,autumn,ndvi,0.41042,0.03338820150891628,0.014931657644079572,8.13513023461729,0.4131,2.0521000000000003,0.378,0.4602,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2007,spring,evi,0.20071666666666668,0.021776906728612,0.008890384943546846,10.849575717983226,0.1995,1.2043000000000001,0.17320000000000002,0.229,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2007,spring,ndvi,0.4004166666666667,0.05950066946402088,0.024291046590141904,14.859688523792936,0.4263,2.4025,0.2939,0.4464,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2007,summer,evi,0.13438333333333335,0.02268650847236451,0.009261728300436756,16.88193610742739,0.1336,0.8063,0.10930000000000001,0.1703,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2007,summer,ndvi,0.2658666666666667,0.038864568268111084,0.01586639355507245,14.618067302449003,0.26885000000000003,1.5952,0.2205,0.3244,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2007,winter,evi,0.1652,0.016103912568068666,0.006574394775693552,9.748131094472559,0.1647,0.9912000000000001,0.1474,0.1938,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2007,winter,ndvi,0.43993333333333334,0.019009646673903924,0.007760655756943337,4.321028945424441,0.44195,2.6396,0.41290000000000004,0.463,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2008,autumn,evi,0.13202,0.01771078767305396,0.007920505034402794,13.41523077795331,0.129,0.6601,0.1096,0.1582,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2008,autumn,ndvi,0.3265,0.07281342595977751,0.032563154024142074,22.301202437910415,0.3111,1.6325,0.2364,0.4249,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2008,spring,evi,0.15265,0.011871267834565949,0.004846424799100194,7.776788624019619,0.1494,0.9159,0.1404,0.1711,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2008,spring,ndvi,0.3469,0.042556550612097316,0.017373639035427595,12.26767097494878,0.34735,2.0814,0.2901,0.40390000000000004,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2008,summer,evi,0.12738333333333335,0.014474310576558276,0.005909112548522928,11.36279778350774,0.1271,0.7643,0.1076,0.1519,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2008,summer,ndvi,0.25343333333333334,0.033563174263866444,0.013702108515764201,13.24339376451392,0.24270000000000003,1.5206,0.22,0.303,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2008,winter,evi,0.15818333333333334,0.02087078500360412,0.008520462298360211,13.194048047795249,0.15795,0.9491,0.13540000000000002,0.1874,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2008,winter,ndvi,0.42090000000000005,0.07832825799160864,0.03197737742008665,18.609707291900364,0.42075,2.5254000000000003,0.3143,0.5195000000000001,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2009,autumn,evi,0.16,0.019585326139740428,0.008758824121992628,12.240828837337766,0.15380000000000002,0.8,0.14600000000000002,0.1938,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2009,autumn,ndvi,0.37282000000000004,0.048407199877704143,0.021648357905393194,12.984067345556605,0.35950000000000004,1.8641,0.3113,0.43870000000000003,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2009,spring,evi,0.18078333333333335,0.01698969295386667,0.006936013103922008,9.397820385655022,0.1864,1.0847,0.1557,0.196,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2009,spring,ndvi,0.37270000000000003,0.06245340663246482,0.025496496491348247,16.75701814662324,0.37750000000000006,2.2362,0.2913,0.45080000000000003,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2009,summer,evi,0.13831666666666667,0.015486047483675965,0.006322152411252921,11.196082046277358,0.14195000000000002,0.8299000000000001,0.1199,0.1577,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2009,summer,ndvi,0.25965000000000005,0.03371259408589022,0.013763108902666821,12.983860614631315,0.2561,1.5579,0.21730000000000002,0.3133,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2009,winter,evi,0.16613333333333333,0.01460639129513744,0.0059630342760861104,8.791969078132489,0.17105,0.9968,0.1369,0.1772,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2009,winter,ndvi,0.45790000000000003,0.07996216605370317,0.032644417593211864,17.462801059991957,0.45680000000000004,2.7474000000000003,0.35550000000000004,0.553,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2010,autumn,evi,0.16788,0.02532167056100368,0.011324195335651892,15.083196664881868,0.1563,0.8394,0.1456,0.20800000000000002,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2010,autumn,ndvi,0.39392,0.07427712972375818,0.03321774224717869,18.855891989175007,0.37210000000000004,1.9696,0.3305,0.5159,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2010,spring,evi,0.18671666666666667,0.009409658158863523,0.0038414768572053743,5.039538423027862,0.1872,1.1203,0.1719,0.20090000000000002,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2010,spring,ndvi,0.4018666666666667,0.05902649122780947,0.024097464135833427,14.68807844089486,0.39635000000000004,2.4112,0.3305,0.5084000000000001,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2010,summer,evi,0.1778,0.013574092971539577,0.005541600250228571,7.634472987367591,0.17805,1.0668,0.1615,0.1937,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2010,summer,ndvi,0.33955,0.022650275936509038,0.00924693642961459,6.670674697838032,0.33115,2.0373,0.3191,0.3684,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2010,winter,evi,0.18263333333333334,0.035323457739392765,0.014420741235379609,19.34118876039027,0.17955000000000002,1.0958,0.14780000000000001,0.2406,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2010,winter,ndvi,0.4568166666666667,0.04530838406593937,0.01849707033859988,9.91828612483623,0.4617,2.7409000000000003,0.4052,0.5026,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2011,autumn,evi,0.1796,0.034682488376701,0.015510480327829954,19.310962347829065,0.1589,0.8980000000000001,0.15330000000000002,0.231,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2011,autumn,ndvi,0.40434000000000003,0.10783984885004246,0.04822744654239949,26.670586350606527,0.3679,2.0217,0.31820000000000004,0.5851000000000001,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2011,spring,evi,0.21630000000000002,0.025931910843591924,0.010586658270357716,11.988863080717486,0.21500000000000002,1.2978,0.1799,0.26030000000000003,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2011,spring,ndvi,0.42818333333333336,0.033640654967860936,0.013733739880713889,7.856600747622343,0.4336,2.5691,0.3793,0.4796,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2011,summer,evi,0.18525,0.012263237745391712,0.005006445845108084,6.619831441506998,0.18665,1.1115,0.162,0.1961,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2011,summer,ndvi,0.36038333333333333,0.026234817831779708,0.010710319530454936,7.279697867579811,0.358,2.1623,0.32230000000000003,0.4036,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2011,winter,evi,0.21181666666666668,0.03531443991721611,0.014417059724892283,16.67217243711517,0.22865000000000002,1.2709000000000001,0.16,0.2437,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2011,winter,ndvi,0.5287333333333334,0.08865144480868131,0.03619180079029565,16.766759199725374,0.5425500000000001,3.1724,0.4188,0.618,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2012,autumn,evi,0.18598,0.040476931701896576,0.0181018341612114,21.76413146676878,0.171,0.9299000000000001,0.1474,0.2426,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2012,autumn,ndvi,0.44478,0.1327528041135102,0.0593688588403045,29.84684655638972,0.4344,2.2239,0.31,0.6083000000000001,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2012,spring,evi,0.20256666666666667,0.023313572584798464,0.009517726152349158,11.509086350896066,0.21065,1.2154,0.1632,0.2235,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2012,spring,ndvi,0.40175000000000005,0.04481628052393459,0.01829616990884522,11.155265842920867,0.42005000000000003,2.4105000000000003,0.33180000000000004,0.4459,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2012,summer,evi,0.15521666666666667,0.029747632959055192,0.01214442030088075,19.165231155839273,0.14055,0.9313,0.125,0.1968,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2012,summer,ndvi,0.29258333333333336,0.04601684112003633,0.018786296719802028,15.727772527497464,0.26880000000000004,1.7555,0.257,0.3542,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2012,winter,evi,0.22041666666666668,0.014034303212723696,0.00572948029444595,6.367169699534379,0.2207,1.3225,0.20070000000000002,0.2421,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2012,winter,ndvi,0.5693,0.047345496089913314,0.019328717839870623,8.316440556808944,0.5609500000000001,3.4158,0.5185000000000001,0.6241,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2013,autumn,evi,0.15916000000000002,0.016032560618940445,0.0071699790794673875,10.073234869904777,0.1583,0.7958000000000001,0.14350000000000002,0.18460000000000001,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2013,autumn,ndvi,0.36854000000000003,0.040202151683709664,0.017978948801306485,10.90849071571869,0.3573,1.8427,0.32530000000000003,0.41500000000000004,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2013,spring,evi,0.19861666666666666,0.03099699447795974,0.012654470005144868,15.60644179472673,0.2091,1.1917,0.1532,0.23020000000000002,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2013,spring,ndvi,0.4123,0.07226490157746013,0.029502022529537417,17.527262085243787,0.4298,2.4738,0.3123,0.4939,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2013,summer,evi,0.14946666666666666,0.015492277646190915,0.006324695864448961,10.36503856792434,0.14655,0.8968,0.1275,0.1741,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2013,summer,ndvi,0.28618333333333335,0.028534429496078366,0.011649132061135622,9.970681787692632,0.28885000000000005,1.7171,0.2417,0.314,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2013,winter,evi,0.1877,0.010653074673539088,0.004349099523656208,5.675585867628709,0.1902,1.1262,0.1731,0.1986,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2013,winter,ndvi,0.4678833333333334,0.043811478708971556,0.017885961285631573,9.363761345557272,0.4611,2.8073,0.4111,0.5458000000000001,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2014,autumn,evi,0.13870000000000002,0.02215163650839369,0.009906513009126877,15.970898708286724,0.1364,0.6935,0.11410000000000001,0.17270000000000002,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2014,autumn,ndvi,0.35006000000000004,0.07486436401920477,0.03348036140784624,21.386152093699582,0.3269,1.7503000000000002,0.2691,0.4665,5,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2014,spring,evi,0.15935000000000002,0.02745066483712189,0.011206686991851489,17.226648783885715,0.15310000000000001,0.9561000000000001,0.13390000000000002,0.2088,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2014,spring,ndvi,0.32661666666666667,0.05473800934146827,0.022346698737049385,16.75909864003723,0.3229,1.9597,0.2627,0.3921,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2014,summer,evi,0.13233333333333333,0.01953670050614143,0.007975824582936728,14.763249752751712,0.13225,0.794,0.1097,0.16640000000000002,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2014,summer,ndvi,0.2637,0.04063121952390797,0.016587625910097364,15.408122686351145,0.25875000000000004,1.5822,0.221,0.3325,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2014,winter,evi,0.17813333333333334,0.027317735386863003,0.011152418771030997,15.335555045020396,0.17830000000000001,1.0688,0.1394,0.22260000000000002,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2014,winter,ndvi,0.45953333333333335,0.04209378418088194,0.017184715430999854,9.16011551883402,0.4635,2.7572,0.4078,0.5049,6,halepensis_low,halepensis,low,974,NA
PIHAL_NACIMIENTO_L,P. halepensis,2015,autumn,evi,0.12118000000000001,0.007185193108052145,0.0032133160442135173,5.929355593375264,0.1203,0.6059,0.1126,0.13140000000000002,5,halepensis_low,halepensis,low,974,NA
