tmed,modelo,pred,name_modelo
3,mtrat6,0.660981146641398,Logistic_Mod
3.5,mtrat1,0.6671296259406858,Gaussian
3.5,mtrat2,NA,Gaussian Extended
3.5,mtrat3,0.6980497208147144,Log-normal
3.5,mtrat4,0.8944513207711065,Logistic
3.5,mtrat5,2.7964014792909966,Asymptotic
3.5,mtrat6,0.660976650524286,Logistic_Mod
4,mtrat1,0.6971074261001144,Gaussian
4,mtrat2,NA,Gaussian Extended
4,mtrat3,0.8645452445340605,Log-normal
4,mtrat4,0.8741727488509585,Logistic
4,mtrat5,2.3333626245075574,Asymptotic
4,mtrat6,0.6609660224226388,Logistic_Mod
4.5,mtrat1,0.7158295458106809,Gaussian
4.5,mtrat2,NA,Gaussian Extended
4.5,mtrat3,0.9647503954248743,Log-normal
4.5,mtrat4,0.8493992315311979,Logistic
4.5,mtrat5,1.9474754751664103,Asymptotic
4.5,mtrat6,0.6609409003729125,Logistic_Mod
5,mtrat1,0.7223371634303701,Gaussian
5,mtrat2,NA,Gaussian Extended
5,mtrat3,0.9994520064756679,Log-normal
5,mtrat4,0.8195216135540588,Logistic
5,mtrat5,1.6258849855383188,Asymptotic
5,mtrat6,0.6608815244721079,Logistic_Mod
5.5,mtrat1,0.7162930340782122,Gaussian
5.5,mtrat2,0.9636426553454719,Gaussian Extended
5.5,mtrat3,0.9805532834398563,Log-normal
5.5,mtrat4,0.7840428047466268,Logistic
5.5,mtrat5,1.3578780223735367,Asymptotic
5.5,mtrat6,0.6607412234550217,Logistic_Mod
6,mtrat1,0.6980104503368721,Gaussian
6,mtrat2,0.8985028548557432,Gaussian Extended
6,mtrat3,0.9236560414030037,Log-normal
6,mtrat4,0.7426804044151132,Logistic
6,mtrat5,1.1345264786513478,Asymptotic
6,mtrat6,0.6604098906290488,Logistic_Mod
6.5,mtrat1,0.6684263327029257,Gaussian
6.5,mtrat2,0.8203424145395583,Gaussian Extended
6.5,mtrat3,0.8435799922688607,Log-normal
6.5,mtrat4,0.6954799963290332,Logistic
6.5,mtrat5,0.9483898518488089,Asymptotic
6.5,mtrat6,0.6596284695680832,Logistic_Mod
7,mtrat1,0.6290216670786148,Gaussian
7,mtrat2,0.736394417123698,Gaussian Extended
7,mtrat3,0.7523469162599836,Log-normal
7,mtrat4,0.6429154633703894,Logistic
7,mtrat5,0.7932673787284865,Asymptotic
7,mtrat6,0.6577913726888232,Logistic_Mod
7.5,mtrat1,0.5816986939551181,Gaussian
7.5,mtrat2,0.6514485724527878,Gaussian Extended
7.5,mtrat3,0.6587107445449516,Log-normal
7.5,mtrat4,0.5859437544655818,Logistic
7.5,mtrat5,0.6639914695196447,Asymptotic
7.5,mtrat6,0.6535043443658671,Logistic_Mod
8,mtrat1,0.5286290201752141,Gaussian
8,mtrat2,0.568835346558158,Gaussian Extended
8,mtrat3,0.5684691330029535,Log-normal
8,mtrat4,0.5259823624260949,Logistic
8,mtrat5,0.55625556017265,Asymptotic
8,mtrat6,0.6436710922654787,Logistic_Mod
8.5,mtrat1,0.47208950086288504,Gaussian
8.5,mtrat2,0.4908285836374106,Gaussian Extended
8.5,mtrat3,0.48506773163026423,Log-normal
8.5,mtrat4,0.46479367502899877,Logistic
8.5,mtrat5,0.46647064793449244,Asymptotic
8.5,mtrat6,0.6219810470364406,Logistic_Mod
9,mtrat1,0.4143030321347587,Gaussian
9,mtrat2,0.41888700055847405,Gaussian Extended
9,mtrat3,0.4102346836330007,Log-normal
9,mtrat4,0.4042892304587339,Logistic
9,mtrat5,0.3916457310198376,Asymptotic
9,mtrat6,0.5780046017197963,Logistic_Mod
9.5,mtrat1,0.35729941928248776,Gaussian
9.5,mtrat2,0.3538332940833328,Gaussian Extended
9.5,mtrat3,0.34452907933821714,Log-normal
9.5,mtrat4,0.34629687008297727,Logistic
9.5,mtrat5,0.3292881694683592,Asymptotic
9.5,mtrat6,0.5023340017110023,Logistic_Mod
10,mtrat1,0.30280771619043406,Gaussian
10,mtrat2,0.2960004624966147,Gaussian Extended
10,mtrat3,0.28776844306316773,Log-normal
10,mtrat4,0.2923488874971653,Logistic
10,mtrat5,0.2773206479129182,Asymptotic
10,mtrat6,0.4026949775455858,Logistic_Mod
10.5,mtrat1,0.252186592677763,Gaussian
10.5,mtrat2,0.2453551374070698,Gaussian Extended
10.5,mtrat3,0.23933960002861468,Log-normal
10.5,mtrat4,0.2435406380005991,Logistic
10.5,mtrat5,0.23401197404205548,Asymptotic
10.5,mtrat6,0.3092455140072949,Logistic_Mod
11,mtrat1,0.20639419528262454,Gaussian
11,mtrat2,0.20160144793168736,Gaussian Extended
11,mtrat3,0.19841258113593638,Log-normal
11,mtrat4,0.20048183395084163,Logistic
11,mtrat5,0.19791940744828881,Asymptotic
11,mtrat6,0.2456828811092412,Logistic_Mod
11.5,mtrat1,0.1659943830654054,Gaussian
11.5,mtrat2,0.16426707717825553,Gaussian Extended
11.5,mtrat3,0.16408036058845185,Log-normal
11.5,mtrat4,0.1633319946241329,Logistic
11.5,mtrat5,0.16784059766506237,Asymptotic
11.5,mtrat6,0.21130726565329896,Logistic_Mod
12,mtrat1,0.13119271963611986,Gaussian
12,mtrat2,0.13277283361450362,Gaussian Extended
12,mtrat3,0.1354449963058344,Log-normal
12,mtrat4,0.13189123685890447,Logistic
12,mtrat5,0.14277353030577475,Asymptotic
12,mtrat6,0.19499044905362414,Logistic_Mod
12.5,mtrat1,0.10189350612425682,Gaussian
12.5,mtrat2,0.1064872039574606,Gaussian Extended
12.5,mtrat3,0.11166673488109621,Log-normal
12.5,mtrat4,0.10571276355476454,Logistic
12.5,mtrat5,0.12188314699195532,Asymptotic
12.5,mtrat6,0.18772602600819607,Logistic_Mod
13,mtrat1,0.07776849716832399,Gaussian
13,mtrat2,0.08476757883689318,Gaussian Extended
13,mtrat3,0.09198854279532208,Log-normal
13,mtrat4,0.08421027953231904,Logistic
13,mtrat5,0.10447352708136726,Asymptotic
13,mtrat6,0.18458435403993095,Logistic_Mod
13.5,mtrat1,0.05832857082818828,Gaussian
13.5,mtrat2,0.06698999951942436,Gaussian Extended
13.5,mtrat3,0.0757450099244224,Log-normal
13.5,mtrat4,0.06674501421602597,Logistic
13.5,mtrat5,0.08996470448687507,Asymptotic
13.5,mtrat6,0.18324275163545214,Logistic_Mod
14,mtrat1,0.042991182726870344,Gaussian
14,mtrat2,0.05256932218247386,Gaussian Extended
14,mtrat3,0.062361814302071696,Log-normal
14,mtrat4,0.052687390402706084,Logistic
14,mtrat5,0.0778733472855372,Asymptotic
14,mtrat6,0.182672940392584,Logistic_Mod
14.5,mtrat1,0.03113851374010566,Gaussian
14.5,mtrat2,0.04097164029732517,Gaussian Extended
14.5,mtrat3,0.05134989159165763,Log-normal
14.5,mtrat4,0.04145514311190811,Logistic
14.5,mtrat5,0.0677966564983849,Asymptotic
14.5,mtrat6,0.18243148546620983,Logistic_Mod
15,mtrat1,0.022163420937600365,Gaussian
15,mtrat2,0.031720668407380366,Gaussian Extended
15,mtrat3,0.042296993548748815,Log-normal
15,mtrat4,0.03253283803041803,Logistic
15,mtrat5,0.0593989476614774,Asymptotic
15,mtrat6,0.1823292700980425,Logistic_Mod
15.5,mtrat1,0.015502300064578018,Gaussian
15.5,mtrat2,0.024399599460088198,Gaussian Extended
15.5,mtrat3,0.03485831058265027,Log-normal
15.5,mtrat4,0.02547835510251611,Logistic
15.5,mtrat5,0.052400468180556124,Asymptotic
15.5,mtrat6,0.18228601708293152,Logistic_Mod
16,mtrat1,0.010655550991957695,Gaussian
16,mtrat2,0.01864972862508639,Gaussian Extended
16,mtrat3,0.028747154230896448,Log-normal
16,mtrat4,0.019921186359580574,Logistic
16,mtrat5,0.046568077942207145,Asymptotic
16,mtrat6,0.18226771753225632,Logistic_Mod
16.5,mtrat1,0.007197407852232283,Gaussian
16.5,mtrat2,0.014166910408968114,Gaussian Extended
16.5,mtrat3,0.023726250025012843,Log-normal
16.5,mtrat4,0.015556215889593538,Logistic
16.5,mtrat5,0.04170748272504283,Asymptotic
16.5,mtrat6,0.18225997590519608,Logistic_Mod
17,mtrat1,0.004777456526216048,Gaussian
17,mtrat2,0.010696698642385559,Gaussian Extended
17,mtrat3,0.019599907533376815,Log-normal
17,mtrat4,0.012135488131587813,Logistic
17,mtrat5,0.037656761682788226,Asymptotic
17,mtrat6,0.18225670091175025,Logistic_Mod
17.5,mtrat1,0.0031162895472707825,Gaussian
17.5,mtrat2,0.008028821122436577,Gaussian Extended
17.5,mtrat3,0.016207159844178882,Log-normal
17.5,mtrat4,0.009459530263516145,Logistic
17.5,mtrat5,0.034280973280532215,Asymptotic
17.5,mtrat6,0.18225531548726795,Logistic_Mod
18,mtrat1,0.0019975575071170255,Gaussian
18,mtrat2,0.005991468385423602,Gaussian Extended
18,mtrat3,0.013415862376178091,Log-normal
18,mtrat4,0.007369115232591607,Logistic
18,mtrat5,0.03146765999187801,Asymptotic
18,mtrat6,0.1822547294127469,Logistic_Mod
18.5,mtrat1,0.0012582913402118072,Gaussian
18.5,mtrat2,0.004445731721771213,Gaussian Extended
18.5,mtrat3,0.011117685133199783,Log-normal
18.5,mtrat4,0.005737900568676718,Logistic
18.5,mtrat5,0.029123102005118834,Asymptotic
18.5,mtrat6,0.18225448148690723,Logistic_Mod
19,mtrat1,7.789033169531828e-4,Gaussian
19,mtrat2,0.0032804089508637227,Gaussian Extended
19,mtrat3,0.009223906062466676,Log-normal
19,mtrat4,0.004466099207556479,Logistic
19,mtrat5,0.027169195138277896,Asymptotic
19,mtrat6,0.1822543766074798,Logistic_Mod
19.5,mtrat1,4.7381229669245814e-4,Gaussian
19.5,mtrat2,0.0024073056995042494,Gaussian Extended
19.5,mtrat3,0.007661904547340261,Log-normal
19.5,mtrat4,0.0034751791565879055,Logistic
19.5,mtrat5,0.025540848957100563,Asymptotic
19.5,mtrat6,0.18225433224062546,Logistic_Mod
20,mtrat1,2.8323670326461134e-4,Gaussian
20,mtrat2,0.0017570919706128131,Gaussian Extended
20,mtrat3,0.006372255766877714,Log-normal
20,mtrat4,0.002703506905199688,Logistic
20,mtrat5,0.024183818419589966,Asymptotic
20,mtrat6,0.18225431347224105,Logistic_Mod
20.5,mtrat1,1.6638461368525655e-4,Gaussian
20.5,mtrat2,0.0012757251548112757,Gaussian Extended
20.5,mtrat3,0.005306333899642888,Log-normal
20.5,mtrat4,0.002102814868784202,Logistic
20.5,mtrat5,0.0230528968127331,Asymptotic
20.5,mtrat6,0.18225430553270527,Logistic_Mod
21,mtrat1,9.604996775721618e-5,Gaussian
21,mtrat2,9.214177526124576e-4,Gaussian Extended
21,mtrat3,0.0044243419556447856,Log-normal
21,mtrat4,0.0016353656713127835,Logistic
21,mtrat5,0.02211040978277875,Asymptotic
21,mtrat6,0.18225430217406638,Logistic_Mod
21.5,mtrat1,5.448810609656459e-5,Gaussian
21.5,mtrat2,6.621075613724729e-4,Gaussian Extended
21.5,mtrat3,0.0036936965931389947,Log-normal
21.5,mtrat4,0.0012716929064524164,Logistic
21.5,mtrat5,0.021324960290748134,Asymptotic
21.5,mtrat6,0.18225430075327106,Logistic_Mod
22,mtrat1,3.0375723520211628e-5,Gaussian
22,mtrat2,4.733769242693771e-4,Gaussian Extended
22,mtrat3,0.0030877065880935595,Log-normal
22,mtrat4,9.888114201750517e-4,Logistic
22,mtrat5,0.020670382683923107,Asymptotic
22,mtrat6,0.18225430015223615,Logistic_Mod
22.5,mtrat1,1.664071483274544e-5,Gaussian
22.5,mtrat2,3.367632682481402e-4,Gaussian Extended
22.5,mtrat3,0.0025844931307280696,Log-normal
22.5,mtrat4,7.688056808939928e-4,Logistic
22.5,mtrat5,0.020124871040330266,Asymptotic
22.5,mtrat6,0.18225429989798209,Logistic_Mod
23,mtrat1,8.95855066425551e-6,Gaussian
23,mtrat2,2.3840346893440751e-4,Gaussian Extended
23,mtrat3,0.002166108582847333,Log-normal
23,mtrat4,5.977200575029571e-4,Logistic
23,mtrat5,0.01967025274878992,Asymptotic
23,mtrat6,0.1822542997904257,Logistic_Mod
23.5,mtrat1,4.739406488685632e-6,Gaussian
23.5,mtrat2,1.6795791185430413e-4,Gaussian Extended
23.5,mtrat3,0.001817817677681814,Log-normal
23.5,mtrat4,4.64688659050089e-4,Logistic
23.5,mtrat5,0.019291383125326262,Asymptotic
23.5,mtrat6,0.18225429974492646,Logistic_Mod
24,mtrat1,2.4639426337767866e-6,Gaussian
24,mtrat2,1.1776520829311284e-4,Gaussian Extended
24,mtrat3,0.0015275114178195425,Log-normal
24,mtrat4,3.612543602183197e-4,Logistic
24,mtrat5,0.018975640898815437,Asymptotic
24,mtrat6,0.18225429972567905,Logistic_Mod
24.5,mtrat1,1.2588026672813244e-6,Gaussian
24.5,mtrat2,8.218444880655371e-5,Gaussian Extended
24.5,mtrat3,0.0012852292162230817,Log-normal
24.5,mtrat4,2.8083668851986294e-4,Logistic
24.5,mtrat5,0.018712507759001774,Asymptotic
24.5,mtrat6,0.18225429971753687,Logistic_Mod
25,mtrat1,6.319826352327417e-7,Gaussian
25,mtrat2,5.7087995163191786e-5,Gaussian Extended
25,mtrat3,0.001082769242489367,Log-normal
25,mtrat4,2.1831651914055878e-4,Logistic
25,mtrat5,0.018493217960379216,Asymptotic
25,mtrat6,0.1822542997140925,Logistic_Mod
