Note: [none]
Total # of Iterations:	2e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
-234.1547	3	474.4057	474.3094	0.9950523	0.2776584	
Model:	mprecrat3
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.3236437	0.1003296	0.5433142	0.2357943	0	1	0.1807394	
Popt	999.9996	467.9999	1000	1538.661	300	1000	700	
Pb	0.9294101	0.4275287	2.241293	1.072152	0	5	1.666667	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	
prec	prec	
log	TRUE	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	Popt	Pb
MR	0.05559895	232.5927	0.07262433	
Popt	232.5927	2367479	1461.587	
Pb	0.07262433	1461.587	1.14951	

Source data
year	sp_code	elev_code	sp_elev	rat	prec	tmed	species	predicted	
66000	2.168315	-234.1547	
67000	2.168315	-234.1547	
68000	2.114107	-234.1547	
69000	2.114107	-234.1547	
70000	2.061254	-234.1547	
71000	2.061254	-234.1547	
72000	2.009723	-234.1547	
73000	2.009723	-234.1547	
74000	1.95948	-234.1547	
75000	1.95948	-234.1547	
76000	1.910493	-234.1547	
77000	1.910493	-234.1547	
78000	1.86273	-234.1547	
79000	1.86273	-234.1547	
80000	1.816162	-234.1547	
81000	1.816162	-234.1547	
82000	1.770758	-234.1547	
83000	1.770758	-234.1547	
84000	1.726489	-234.1547	
85000	1.726489	-234.1547	
86000	1.683327	-234.1547	
87000	1.683327	-234.1547	
88000	1.641244	-234.1547	
89000	1.641244	-234.1547	
90000	1.600213	-234.1547	
91000	1.600213	-234.1547	
92000	1.560207	-234.1547	
93000	1.560207	-234.1547	
94000	1.521202	-234.1547	
95000	1.521202	-234.1547	
96000	1.483172	-234.1547	
97000	1.483172	-234.1547	
98000	1.446093	-234.1547	
99000	1.446093	-234.1547	
1e+05	1.409941	-234.1547	
101000	1.409941	-234.1547	
102000	1.374692	-234.1547	
103000	1.374692	-234.1547	
104000	1.340325	-234.1547	
105000	1.340325	-234.1547	
106000	1.306817	-234.1547	
107000	1.306817	-234.1547	
108000	1.274146	-234.1547	
109000	1.274146	-234.1547	
110000	1.242293	-234.1547	
111000	1.242293	-234.1547	
112000	1.211235	-234.1547	
113000	1.211235	-234.1547	
114000	1.180954	-234.1547	
115000	1.180954	-234.1547	
116000	1.15143	-234.1547	
117000	1.15143	-234.1547	
118000	1.122645	-234.1547	
119000	1.122645	-234.1547	
120000	1.094579	-234.1547	
121000	1.094579	-234.1547	
122000	1.067214	-234.1547	
123000	1.067214	-234.1547	
124000	1.040534	-234.1547	
125000	1.040534	-234.1547	
126000	1.01452	-234.1547	
127000	1.01452	-234.1547	
128000	0.9891574	-234.1547	
129000	0.9891574	-234.1547	
130000	0.9644285	-234.1547	
131000	0.9644285	-234.1547	
132000	0.9403178	-234.1547	
133000	0.9403178	-234.1547	
134000	0.9168098	-234.1547	
135000	0.9168098	-234.1547	
136000	0.8938896	-234.1547	
137000	0.8938896	-234.1547	
138000	0.8715423	-234.1547	
139000	0.8715423	-234.1547	
140000	0.8497538	-234.1547	
141000	0.8497538	-234.1547	
142000	0.8285099	-234.1547	
143000	0.8285099	-234.1547	
144000	0.8077972	-234.1547	
145000	0.8077972	-234.1547	
146000	0.7876023	-234.1547	
147000	0.7876023	-234.1547	
148000	0.7679122	-234.1547	
149000	0.7679122	-234.1547	
150000	0.7487144	-234.1547	
151000	0.7487144	-234.1547	
152000	0.7299965	-234.1547	
153000	0.7299965	-234.1547	
154000	0.7117466	-234.1547	
155000	0.7117466	-234.1547	
156000	0.693953	-234.1547	
157000	0.693953	-234.1547	
158000	0.6766041	-234.1547	
159000	0.6766041	-234.1547	
160000	0.659689	-234.1547	
161000	0.659689	-234.1547	
162000	0.6431968	-234.1547	
163000	0.6431968	-234.1547	
164000	0.6271169	-234.1547	
165000	0.6271169	-234.1547	
166000	0.611439	-234.1547	
167000	0.611439	-234.1547	
168000	0.596153	-234.1547	
169000	0.596153	-234.1547	
170000	0.5812492	-234.1547	
171000	0.5812492	-234.1547	
172000	0.5667179	-234.1547	
173000	0.5667179	-234.1547	
174000	0.55255	-234.1547	
175000	0.55255	-234.1547	
176000	0.5387362	-234.1547	
177000	0.5387362	-234.1547	
178000	0.5252678	-234.1547	
179000	0.5252678	-234.1547	
180000	0.5121361	-234.1547	
181000	0.5121361	-234.1547	
182000	0.4993327	-234.1547	
183000	0.4993327	-234.1547	
184000	0.4868494	-234.1547	
185000	0.4868494	-234.1547	
186000	0.4746782	-234.1547	
187000	0.4746782	-234.1547	
188000	0.4628112	-234.1547	
189000	0.4628112	-234.1547	
190000	0.4512409	-234.1547	
191000	0.4512409	-234.1547	
191610	0.4512409	-234.1547	
192000	0.4399599	-234.1547	
193000	0.4399599	-234.1547	
194000	0.4289609	-234.1547	
195000	0.4289609	-234.1547	
196000	0.4182369	-234.1547	
197000	0.4182369	-234.1547	
198000	0.407781	-234.1547	
199000	0.407781	-234.1547	
2e+05	0.3975864	-234.1547	
