Note: [none]
Total # of Iterations:	50000	
Sample size:	383	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
-2130.568	4	4269.242	4269.137	1.049441	0.374129	
Model:	mtabi1
PDF:	User-defined function
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MA	342.1402	325.0332	359.2472	75.20152	0	500	57.66899	
OTmed	5	5	5.15	1.252594	5	20	15	
b	4.702187	4.608343	4.796231	0.430329	0.01	5	2.72777	
scale	51.53893	45.96965	59.26977	4.024196	1	70	51.56848	

Non-varying parameters:
Label	Value
mean	predicted	
x	abi	
tmed	tmed	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MA	OTmed	b	scale
MA	5655.268	-87.08919	21.68524	-59.17614	
OTmed	-87.08919	1.568991	-0.4819951	0.9258708	
b	21.68524	-0.4819951	0.1851831	-0.08667567	
scale	-59.17614	0.9258708	-0.08667567	16.19415	

Source data
abi	tmed	predicted	
46.09271	14.3783	46.81924	
43.35106	13.19144	75.02728	
51.67102	12.49943	95.90868	
73.33223	12.17905	106.6703	
39.35857	11.89403	116.7984	
29.92115	13.59298	64.4214	
15.65791	13.44597	68.17576	
49.58634	12.04161	111.4907	
94.25153	12.81968	85.8376	
112.6419	13.06864	78.49272	
19.2458	13.23438	73.84019	
66.25292	13.26002	73.13729	
104.7079	13.22271	74.16147	
65.19305	13.00417	80.35367	
109.7584	12.71884	88.93362	
95.6145	12.64827	91.14147	
22.28116	12.66909	90.48672	
71.93973	12.90435	83.29176	
38.91536	12.35925	100.5342	
56.81601	12.24473	104.4094	
51.6663	13.21941	74.25275	
100.238	12.50525	95.71943	
119.8198	12.83743	85.29981	
23.91172	13.05593	78.85748	
156.7277	12.1365	108.1496	
55.11125	13.12328	76.93807	
43.75684	13.41941	68.86998	
20.60842	13.12578	76.86743	
40.79479	13.75114	60.54659	
68.3663	12.33429	101.3717	
32.74983	13.37264	70.10394	
82.38281	13.44884	68.10107	
39.93511	13.45395	67.96825	
48.19133	12.00144	112.9221	
55.95284	11.69362	124.2167	
32.43504	11.37332	136.5475	
14.70802	13.17398	75.5137	
13.44888	12.93707	82.3212	
48.91465	11.47315	132.6443	
57.81714	12.28672	102.9786	
84.10241	12.62964	91.72988	
28.58816	12.80579	86.25995	
79.73504	12.76751	87.43051	
63.13915	12.74955	87.98337	
76.52466	12.55089	94.2438	
82.13716	12.19674	106.0587	
92.08521	12.10822	109.1394	
22.57019	12.14503	107.8522	
49.91984	12.34522	101.0044	
44.86561	11.82288	119.4046	
25.33824	11.73981	122.4859	
53.07981	12.75106	87.93686	
69.0459	11.96879	114.0929	
87.00979	12.25463	104.071	
17.79226	12.49898	95.92329	
84.64869	11.61853	127.0564	
31.41988	12.56447	93.80712	
58.64055	12.8414	85.17992	
17.66949	12.54195	94.53178	
24.35855	13.19164	75.02188	
50.30292	11.68466	124.554	
26.03474	12.74521	88.11719	
56.37862	12.92051	82.81136	
46.0027	12.89171	83.66857	
102.5347	11.40216	135.4145	
93.27183	11.06633	148.8639	
66.7561	10.74789	162.0824	
35.58862	12.6457	91.22257	
21.4381	12.36559	100.3223	
105.3644	10.87789	156.6369	
151.8639	11.70427	123.8164	
179.7566	12.14038	108.0145	
34.60463	12.31773	101.9292	
117.4366	12.24323	104.4605	
211.1243	12.25136	104.1825	
155.2159	12.06719	110.5845	
214.1994	11.65683	125.604	
216.2651	11.55707	129.4046	
26.32774	11.61297	127.2679	
83.58044	11.78407	120.839	
48.21447	11.27962	140.2578	
86.54661	11.05442	149.3506	
109.1735	12.19787	106.0194	
203.5879	11.4048	135.311	
259.6151	11.72189	123.1557	
50.53229	11.98467	113.5226	
204.9435	11.00224	151.4905	
91.29824	11.95345	114.6452	
89.77696	12.41273	98.75422	
49.98555	11.93446	115.3309	
67.51524	12.7014	89.47613	
436.607	10.38867	177.4292	
464.8347	10.05579	191.942	
335.8146	9.695946	207.7939	
192.2319	11.77895	121.0291	
170.624	11.37437	136.5063	
479.4308	9.779675	204.0991	
590.0851	10.65438	166.0382	
518.7288	11.27621	140.3938	
111.1375	11.46812	132.8396	
319.483	11.29193	139.7679	
427.61	11.36156	137.0109	
307.1029	11.2134	142.9066	
409.5029	10.68792	164.6159	
393.2365	10.54402	170.7438	
49.49392	10.63039	167.0579	
160.8752	10.73044	162.8186	
89.0744	10.28368	181.9824	
119.7009	9.905245	198.5626	
190.5169	11.18799	143.9285	
329.3277	10.32817	180.0498	
395.1825	10.55143	170.4267	
125.0336	10.89882	155.7662	
341.9694	9.824873	202.1053	
152.6706	10.75392	161.8287	
188.1992	11.31034	139.0366	
115.0432	10.71864	163.3166	
134.3769	11.61003	127.3801	
249.2563	10.01994	193.5164	
106.3093	11.08017	148.2989	
168.4123	11.42356	134.5768	
94.29939	11.27815	140.3164	
97.40811	10.95966	153.2455	
93.63956	10.59436	168.5924	
37.00859	12.53905	94.62518	
41.28021	12.21697	105.3615	
105.2626	10.68292	164.8277	
120.2243	11.53532	130.2407	
112.5373	11.98963	113.3448	
37.01855	12.18565	106.4418	
102.7292	12.06482	110.6683	
77.3811	12.07944	110.1518	
92.74221	11.90305	116.4701	
95.69952	11.48727	132.0967	
98.86283	11.36707	136.7937	
24.59399	11.44162	133.8714	
61.35203	11.5831	128.4077	
76.37574	11.09165	147.8309	
39.04932	10.91769	154.9826	
122.589	12.02929	111.9285	
180.0251	11.21354	142.9009	
184.5336	11.43551	134.11	
39.15045	11.72606	122.9997	
85.41198	10.77581	160.9075	
47.15722	11.70423	123.8178	
60.86518	12.07968	110.1433	
27.31166	11.67049	125.0878	
61.36126	12.4234	98.4012	
69.44927	10.83334	158.4955	
44.13601	11.95002	114.7688	
101.6387	12.1936	106.167	
88.20707	12.11509	108.8986	
93.7106	10.96018	153.2239	
68.5239	10.63989	166.6537	
72.72496	10.24435	183.6943	
21.40747	12.26096	103.8549	
23.06867	11.89945	116.601	
74.2516	10.32175	180.3284	
113.2315	11.19622	143.5974	
78.64091	11.70108	123.9362	
16.90564	11.91019	116.2104	
55.49529	11.74848	122.1625	
59.65689	11.77294	121.2523	
54.59781	11.61888	127.0434	
66.19441	11.17159	144.59	
50.5653	11.03588	150.1095	
12.50828	11.13217	146.1845	
31.92204	11.23782	141.9274	
26.61884	10.76736	161.2628	
14.34555	10.55713	170.183	
60.92409	11.71132	123.5519	
105.2597	10.87116	156.9169	
107.3687	11.06629	148.8653	
15.94044	11.36616	136.8294	
36.51335	10.40011	176.9346	
17.60597	11.3142	138.8836	
34.33305	11.72756	122.9436	
14.76383	11.268	140.7212	
39.97349	12.07103	110.4487	
279.7229	10.46351	174.2003	
304.4873	10.14365	188.0913	
261.2084	9.746558	205.5604	
136.0704	11.83071	119.1163	
50.45262	11.41203	135.028	
113.4599	9.813829	202.5924	
316.3771	10.70069	164.0752	
336.4318	11.29491	139.6495	
64.17238	11.50524	131.4009	
168.9007	11.31679	138.7809	
226.6871	11.36243	136.9766	
185.4805	11.21471	142.8538	
225.7345	10.70226	164.0089	
221.4672	10.55819	170.1376	
58.00672	10.65748	165.9066	
132.7999	10.74932	162.0224	
101.1954	10.27977	182.1526	
106.4861	10.04482	192.4235	
182.1729	11.26267	140.934	
276.3473	10.39393	177.2017	
217.5544	10.56176	169.9847	
64.60583	10.91	155.3016	
177.6238	9.910485	198.3318	
82.63091	10.81058	159.4483	
149.2773	11.25379	141.2885	
67.17191	10.75417	161.8181	
119.0722	11.60485	127.5772	
133.7165	9.91548	198.1118	
83.13197	11.08597	148.0623	
186.6667	11.4141	134.9466	
98.19742	10.84629	157.9545	
88.47702	10.67226	165.2794	
71.53199	10.26899	182.6213	
56.13742	12.37525	99.99966	
15.84824	11.9421	115.0547	
66.86317	10.08702	190.5719	
63.93504	11.1431	145.7417	
128.0662	11.76322	121.6135	
73.60438	11.98714	113.434	
148.2792	11.66356	125.3498	
155.1424	11.99493	113.1548	
117.243	11.90282	116.4784	
125.8112	11.21308	142.9194	
140.2097	10.82874	158.6882	
68.25116	10.92854	154.5328	
79.28423	11.12806	146.3511	
71.36199	10.84717	157.9179	
92.12562	10.35224	179.0059	
84.19531	11.56453	129.1186	
106.2251	10.65089	166.1862	
148.5317	10.90389	155.5552	
69.85955	11.18644	143.991	
165.8586	10.31331	180.6949	
102.4456	11.10675	147.2163	
91.96801	11.68766	124.4411	
71.31115	11.13128	146.2207	
86.31931	11.82421	119.3557	
94.28434	10.1593	187.407	

Likelihood History
Iteration	Temperature	Likelihood
0	5	-6125.81	
0.25	5	-3475.232	
0.75	5	-3036.319	
1	5	-2302.414	
1.25	5	-2234.618	
1.5	5	-2191.523	
1.75	5	-2181.259	
2	5	-2178.358	
3.25	5	-2156.135	
4.75	5	-2153.206	
6.75	5	-2153.201	
44.5	5	-2149.593	
49.25	5	-2140.761	
55.75	5	-2140.53	
58	5	-2140.188	
60.25	5	-2132.508	
173.75	5	-2131.375	
341.25	5	-2131.103	
342	5	-2130.6	
1000	5	-2130.6	
2000	4.875	-2130.6	
3000	4.875	-2130.6	
4000	4.753125	-2130.6	
5000	4.753125	-2130.6	
6000	4.634297	-2130.6	
7000	4.634297	-2130.6	
8000	4.518439	-2130.6	
9000	4.518439	-2130.6	
10000	4.405478	-2130.6	
11000	4.405478	-2130.6	
12000	4.295342	-2130.6	
13000	4.295342	-2130.6	
14000	4.187958	-2130.6	
15000	4.187958	-2130.6	
16000	4.083259	-2130.6	
17000	4.083259	-2130.6	
18000	3.981178	-2130.6	
19000	3.981178	-2130.6	
20000	3.881648	-2130.6	
21000	3.881648	-2130.6	
21905.25	3.881648	-2130.576	
22000	3.784607	-2130.576	
23000	3.784607	-2130.576	
24000	3.689992	-2130.576	
25000	3.689992	-2130.576	
26000	3.597742	-2130.576	
27000	3.597742	-2130.576	
28000	3.507798	-2130.576	
29000	3.507798	-2130.576	
30000	3.420103	-2130.576	
31000	3.420103	-2130.576	
32000	3.334601	-2130.576	
33000	3.334601	-2130.576	
34000	3.251236	-2130.576	
35000	3.251236	-2130.576	
36000	3.169955	-2130.576	
37000	3.169955	-2130.576	
38000	3.090706	-2130.576	
39000	3.090706	-2130.576	
40000	3.013438	-2130.576	
40216.75	3.013438	-2130.572	
41000	3.013438	-2130.572	
42000	2.938102	-2130.572	
43000	2.938102	-2130.572	
44000	2.86465	-2130.572	
45000	2.86465	-2130.572	
46000	2.793034	-2130.572	
46175	2.793034	-2130.568	
47000	2.793034	-2130.568	
48000	2.723208	-2130.568	
49000	2.723208	-2130.568	
50000	2.655128	-2130.568	
