Note: [none]
Total # of Iterations:	50000	
Sample size:	383	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
-2132.328	5	4274.816	4274.656	0.9935035	0.3409495	
Model:	mtabi2
PDF:	User-defined function
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MA	490.4424	426.6849	500.6336	NaN	0	1000	41.82103	
OTmed	6.205101	5.584591	6.329203	NaN	5	20	0.9941899	
b	1.835625	1.578637	1.853981	NaN	1	5	1.048139	
a	0.8857698	0.8946275	0.8769121	NaN	2.5	0.5	-1.133904e+83	
scale	60.61413	53.46043	69.27902	5.175144	1	100	31.12414	

Non-varying parameters:
Label	Value
mean	predicted	
x	abi	
tmed	tmed	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MA	OTmed	b	a	scale
MA	-2125.504	17.65313	-2.028229	-1.548205	63.21446	
OTmed	17.65313	-0.306953	0.1332482	0.03536815	0.1611481	
b	-2.028229	0.1332482	-0.06143785	-0.008953108	-0.3272608	
a	-1.548205	0.03536815	-0.008953108	-0.0004692373	-0.1104108	
scale	63.21446	0.1611481	-0.3272608	-0.1104108	26.78212	

Source data
abi	tmed	predicted	
94.29939	11.27815	143.3042	
97.40811	10.95966	153.4909	
93.63956	10.59436	166.177	
37.00859	12.53905	109.6873	
41.28021	12.21697	117.3652	
105.2626	10.68292	162.9975	
120.2243	11.53532	135.6235	
112.5373	11.98963	123.1368	
37.01855	12.18565	118.1425	
102.7292	12.06482	121.1943	
77.3811	12.07944	120.8204	
92.74221	11.90305	125.4157	
95.69952	11.48727	137.0235	
98.86283	11.36707	140.5957	
24.59399	11.44162	138.3681	
61.35203	11.5831	134.2471	
76.37574	11.09165	149.1749	
39.04932	10.91769	154.8919	
122.589	12.02929	122.1079	
180.0251	11.21354	145.3086	
184.5336	11.43551	138.5493	
39.15045	11.72606	130.2193	
85.41198	10.77581	159.7351	
47.15722	11.70423	130.8256	
60.86518	12.07968	120.8143	
27.31166	11.67049	131.7688	
61.36126	12.4234	112.3794	
69.44927	10.83334	157.7511	
44.13601	11.95002	124.1736	
101.6387	12.1936	117.9447	
88.20707	12.11509	119.9143	
93.7106	10.96018	153.4735	
68.5239	10.63989	164.5338	
72.72496	10.24435	179.4428	
21.40747	12.26096	116.2829	
23.06867	11.89945	125.5114	
74.2516	10.32175	176.4099	
113.2315	11.19622	145.8514	
78.64091	11.70108	130.9134	
16.90564	11.91019	125.2258	
55.49529	11.74848	129.5999	
59.65689	11.77294	128.9277	
54.59781	11.61888	133.2264	
66.19441	11.17159	146.6268	
50.5653	11.03588	150.9819	
12.50828	11.13217	147.8772	
31.92204	11.23782	144.5519	
26.61884	10.76736	160.0288	
14.34555	10.55713	167.5347	
60.92409	11.71132	130.6283	
105.2597	10.87116	156.462	
107.3687	11.06629	149.9936	
15.94044	11.36616	140.6229	
36.51335	10.40011	173.3978	
17.60597	11.3142	142.1994	
34.33305	11.72756	130.1777	
14.76383	11.268	143.6172	
39.97349	12.07103	121.0353	
279.7229	10.46351	171.0032	
304.4873	10.14365	183.4772	
261.2084	9.746558	200.4216	
136.0704	11.83071	127.3551	
50.45262	11.41203	139.2477	
113.4599	9.813829	197.4297	
316.3771	10.70069	162.3676	
336.4318	11.29491	142.7894	
64.17238	11.50524	136.4979	
168.9007	11.31679	142.1204	
226.6871	11.36243	140.7357	
185.4805	11.21471	145.272	
225.7345	10.70226	162.3122	
221.4672	10.55819	167.4958	
58.00672	10.65748	163.904	
132.7999	10.74932	160.6581	
101.1954	10.27977	178.0478	
106.4861	10.04482	187.5371	
182.1729	11.26267	143.7818	
276.3473	10.39393	173.6332	
217.5544	10.56176	167.3649	
64.60583	10.91	155.1501	
177.6238	9.910485	193.2197	
82.63091	10.81058	158.5328	
149.2773	11.25379	144.0564	
67.17191	10.75417	160.4887	
119.0722	11.60485	133.6254	
133.7165	9.91548	193.005	
83.13197	11.08597	149.3578	
186.6667	11.4141	139.1857	
98.19742	10.84629	157.3085	
88.47702	10.67226	163.3766	
71.53199	10.26899	178.4709	
56.13742	12.37525	113.5214	
15.84824	11.9421	124.3821	
66.86317	10.08702	185.7912	
63.93504	11.1431	147.5294	
128.0662	11.76322	129.1943	
73.60438	11.98714	123.2016	
148.2792	11.66356	131.9637	
155.1424	11.99493	122.9986	
117.243	11.90282	125.4218	
125.8112	11.21308	145.323	
140.2097	10.82874	157.909	
68.25116	10.92854	154.5283	
79.28423	11.12806	148.0083	
71.36199	10.84717	157.2786	
92.12562	10.35224	175.2307	
84.19531	11.56453	134.7802	
106.2251	10.65089	164.1395	
148.5317	10.90389	155.3556	
69.85955	11.18644	146.1586	
165.8586	10.31331	176.7378	
102.4456	11.10675	148.6897	
91.96801	11.68766	131.2881	
71.31115	11.13128	147.9057	
86.31931	11.82421	127.531	
94.28434	10.1593	182.8438	

Likelihood History
Iteration	Temperature	Likelihood
0	5	-14414.8	
0.2	5	-10385.94	
0.4	5	-4491.666	
0.8	5	-4314.473	
1	5	-2965.453	
1.2	5	-2802.6	
1.6	5	-2429.492	
2	5	-2208.28	
4	5	-2205.486	
4.2	5	-2199.096	
5.4	5	-2198.441	
6.4	5	-2193.564	
7.2	5	-2180.644	
8.4	5	-2161.482	
9	5	-2152.933	
11.4	5	-2148.245	
11.8	5	-2141.504	
14.4	5	-2135.188	
20.4	5	-2132.328	
1000	5	-2132.328	
2000	4.875	-2132.328	
4000	4.753125	-2132.328	
5000	4.753125	-2132.328	
6000	4.634297	-2132.328	
7000	4.634297	-2132.328	
8000	4.518439	-2132.328	
9000	4.518439	-2132.328	
10000	4.405478	-2132.328	
12000	4.295342	-2132.328	
13000	4.295342	-2132.328	
14000	4.187958	-2132.328	
15000	4.187958	-2132.328	
16000	4.083259	-2132.328	
17000	4.083259	-2132.328	
18000	3.981178	-2132.328	
19000	3.981178	-2132.328	
20000	3.881648	-2132.328	
21000	3.881648	-2132.328	
23000	3.881648	-2132.328	
24000	3.784607	-2132.328	
25000	3.784607	-2132.328	
26000	3.689992	-2132.328	
27000	3.689992	-2132.328	
28000	3.597742	-2132.328	
29000	3.597742	-2132.328	
30000	3.507798	-2132.328	
31000	3.507798	-2132.328	
32000	3.420103	-2132.328	
33000	3.420103	-2132.328	
34000	3.334601	-2132.328	
35000	3.334601	-2132.328	
36000	3.251236	-2132.328	
37000	3.251236	-2132.328	
38000	3.169955	-2132.328	
39000	3.169955	-2132.328	
40000	3.090706	-2132.328	
41000	3.090706	-2132.328	
42000	3.013438	-2132.328	
43000	3.013438	-2132.328	
44000	2.938102	-2132.328	
46000	2.86465	-2132.328	
47000	2.86465	-2132.328	
48000	2.793034	-2132.328	
49000	2.793034	-2132.328	
50000	2.723208	-2132.328	
