Note: [none]
Total # of Iterations:	3e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
-233.8771	3	473.8507	473.7543	1.002642	0.3981943	
Model:	mtrat3
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	1.199987	0.4079955	1.2	4.928284	0	1.2	0.1345112	
OTmed	4.673658	3.69219	5.380185	10.25271	0	20	0.8595325	
Tb	0.452399	0.3466793	0.5387798	0.6807513	0.1	5	0.08620269	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	
prec	prec	
log	TRUE	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	OTmed	Tb
MR	24.28798	-48.14482	2.848989	
OTmed	-48.14482	105.118	-6.756901	
Tb	2.848989	-6.756901	0.4634223	

Source data
year	sp_code	elev_code	sp_elev	rat	prec	tmed	species	predicted	
57000	2.46093	-233.8818	
58000	2.399407	-233.8818	
59000	2.399407	-233.8818	
60000	2.339421	-233.8818	
61000	2.339421	-233.8818	
62000	2.280936	-233.8818	
63000	2.280936	-233.8818	
64000	2.223913	-233.8818	
65000	2.223913	-233.8818	
66000	2.168315	-233.8818	
67000	2.168315	-233.8818	
68000	2.114107	-233.8818	
69000	2.114107	-233.8818	
70000	2.061254	-233.8818	
71000	2.061254	-233.8818	
72000	2.009723	-233.8818	
73000	2.009723	-233.8818	
74000	1.95948	-233.8818	
75000	1.95948	-233.8818	
76000	1.910493	-233.8818	
77000	1.910493	-233.8818	
78000	1.86273	-233.8818	
79000	1.86273	-233.8818	
80000	1.816162	-233.8818	
81000	1.816162	-233.8818	
82000	1.770758	-233.8818	
83000	1.770758	-233.8818	
84000	1.726489	-233.8818	
85000	1.726489	-233.8818	
86000	1.683327	-233.8818	
87000	1.683327	-233.8818	
88000	1.641244	-233.8818	
89000	1.641244	-233.8818	
90000	1.600213	-233.8818	
91000	1.600213	-233.8818	
92000	1.560207	-233.8818	
93000	1.560207	-233.8818	
94000	1.521202	-233.8818	
94999.33	1.521202	-233.8801	
95000	1.521202	-233.8801	
96000	1.483172	-233.8801	
97000	1.483172	-233.8801	
98000	1.446093	-233.8801	
99000	1.446093	-233.8801	
1e+05	1.409941	-233.8801	
101000	1.409941	-233.8801	
102000	1.374692	-233.8801	
103000	1.374692	-233.8801	
104000	1.340325	-233.8801	
105000	1.340325	-233.8801	
106000	1.306817	-233.8801	
107000	1.306817	-233.8801	
108000	1.274146	-233.8801	
109000	1.274146	-233.8801	
110000	1.242293	-233.8801	
111000	1.242293	-233.8801	
112000	1.211235	-233.8801	
113000	1.211235	-233.8801	
114000	1.180954	-233.8801	
115000	1.180954	-233.8801	
116000	1.15143	-233.8801	
117000	1.15143	-233.8801	
118000	1.122645	-233.8801	
119000	1.122645	-233.8801	
120000	1.094579	-233.8801	
121000	1.094579	-233.8801	
121662.3	1.094579	-233.8799	
121697.3	1.094579	-233.8796	
122000	1.067214	-233.8796	
123000	1.067214	-233.8796	
124000	1.040534	-233.8796	
125000	1.040534	-233.8796	
126000	1.01452	-233.8796	
127000	1.01452	-233.8796	
128000	0.9891574	-233.8796	
129000	0.9891574	-233.8796	
130000	0.9644285	-233.8796	
131000	0.9644285	-233.8796	
132000	0.9403178	-233.8796	
133000	0.9403178	-233.8796	
134000	0.9168098	-233.8796	
135000	0.9168098	-233.8796	
136000	0.8938896	-233.8796	
137000	0.8938896	-233.8796	
138000	0.8715423	-233.8796	
139000	0.8715423	-233.8796	
140000	0.8497538	-233.8796	
141000	0.8497538	-233.8796	
142000	0.8285099	-233.8796	
143000	0.8285099	-233.8796	
143311	0.8285099	-233.8779	
144000	0.8077972	-233.8779	
145000	0.8077972	-233.8779	
146000	0.7876023	-233.8779	
147000	0.7876023	-233.8779	
148000	0.7679122	-233.8779	
149000	0.7679122	-233.8779	
150000	0.7487144	-233.8779	
151000	0.7487144	-233.8779	
152000	0.7299965	-233.8779	
153000	0.7299965	-233.8779	
154000	0.7117466	-233.8779	
155000	0.7117466	-233.8779	
156000	0.693953	-233.8779	
157000	0.693953	-233.8779	
158000	0.6766041	-233.8779	
159000	0.6766041	-233.8779	
160000	0.659689	-233.8779	
161000	0.659689	-233.8779	
162000	0.6431968	-233.8779	
163000	0.6431968	-233.8779	
164000	0.6271169	-233.8779	
165000	0.6271169	-233.8779	
166000	0.611439	-233.8779	
167000	0.611439	-233.8779	
168000	0.596153	-233.8779	
169000	0.596153	-233.8779	
170000	0.5812492	-233.8779	
171000	0.5812492	-233.8779	
172000	0.5667179	-233.8779	
173000	0.5667179	-233.8779	
174000	0.55255	-233.8779	
175000	0.55255	-233.8779	
176000	0.5387362	-233.8779	
177000	0.5387362	-233.8779	
178000	0.5252678	-233.8779	
179000	0.5252678	-233.8779	
180000	0.5121361	-233.8779	
181000	0.5121361	-233.8779	
182000	0.4993327	-233.8779	
183000	0.4993327	-233.8779	
184000	0.4868494	-233.8779	
185000	0.4868494	-233.8779	
186000	0.4746782	-233.8779	
187000	0.4746782	-233.8779	
188000	0.4628112	-233.8779	
188386.3	0.4628112	-233.8777	
189000	0.4628112	-233.8777	
190000	0.4512409	-233.8777	
191000	0.4512409	-233.8777	
192000	0.4399599	-233.8777	
193000	0.4399599	-233.8777	
194000	0.4289609	-233.8777	
195000	0.4289609	-233.8777	
196000	0.4182369	-233.8777	
197000	0.4182369	-233.8777	
198000	0.407781	-233.8777	
199000	0.407781	-233.8777	
2e+05	0.3975864	-233.8777	
201000	0.3975864	-233.8777	
202000	0.3876468	-233.8777	
203000	0.3876468	-233.8777	
204000	0.3779556	-233.8777	
205000	0.3779556	-233.8777	
205118	0.3779556	-233.8775	
206000	0.3685067	-233.8775	
207000	0.3685067	-233.8775	
208000	0.3592941	-233.8775	
209000	0.3592941	-233.8775	
210000	0.3503117	-233.8775	
211000	0.3503117	-233.8775	
212000	0.3415539	-233.8775	
213000	0.3415539	-233.8775	
214000	0.3330151	-233.8775	
215000	0.3330151	-233.8775	
216000	0.3246897	-233.8775	
217000	0.3246897	-233.8775	
218000	0.3165724	-233.8775	
219000	0.3165724	-233.8775	
220000	0.3086581	-233.8775	
221000	0.3086581	-233.8775	
222000	0.3009417	-233.8775	
223000	0.3009417	-233.8775	
224000	0.2934181	-233.8775	
225000	0.2934181	-233.8775	
226000	0.2860827	-233.8775	
227000	0.2860827	-233.8775	
228000	0.2789306	-233.8775	
229000	0.2789306	-233.8775	
230000	0.2719574	-233.8775	
231000	0.2719574	-233.8775	
232000	0.2651584	-233.8775	
233000	0.2651584	-233.8775	
234000	0.2585295	-233.8775	
235000	0.2585295	-233.8775	
236000	0.2520662	-233.8775	
237000	0.2520662	-233.8775	
238000	0.2457646	-233.8775	
239000	0.2457646	-233.8775	
240000	0.2396205	-233.8775	
241000	0.2396205	-233.8775	
242000	0.2336299	-233.8775	
243000	0.2336299	-233.8775	
244000	0.2277892	-233.8775	
245000	0.2277892	-233.8775	
246000	0.2220945	-233.8775	
247000	0.2220945	-233.8775	
247163	0.2220945	-233.8775	
248000	0.2165421	-233.8775	
249000	0.2165421	-233.8775	
250000	0.2111286	-233.8775	
251000	0.2111286	-233.8775	
252000	0.2058503	-233.8775	
253000	0.2058503	-233.8775	
254000	0.2007041	-233.8775	
255000	0.2007041	-233.8775	
256000	0.1956865	-233.8775	
257000	0.1956865	-233.8775	
258000	0.1907943	-233.8775	
258475	0.1907943	-233.8774	
258480	0.1907943	-233.8773	
258480.3	0.1907943	-233.8773	
259000	0.1907943	-233.8773	
260000	0.1860245	-233.8773	
261000	0.1860245	-233.8773	
262000	0.1813738	-233.8773	
263000	0.1813738	-233.8773	
264000	0.1768395	-233.8773	
265000	0.1768395	-233.8773	
266000	0.1724185	-233.8773	
267000	0.1724185	-233.8773	
268000	0.168108	-233.8773	
269000	0.168108	-233.8773	
270000	0.1639053	-233.8773	
271000	0.1639053	-233.8773	
271935.7	0.1639053	-233.8773	
272000	0.1598077	-233.8773	
273000	0.1598077	-233.8773	
274000	0.1558125	-233.8773	
275000	0.1558125	-233.8773	
276000	0.1519172	-233.8773	
277000	0.1519172	-233.8773	
278000	0.1481193	-233.8773	
278776	0.1481193	-233.8771	
278776.3	0.1481193	-233.8771	
279000	0.1481193	-233.8771	
280000	0.1444163	-233.8771	
281000	0.1444163	-233.8771	
282000	0.1408059	-233.8771	
283000	0.1408059	-233.8771	
284000	0.1372857	-233.8771	
285000	0.1372857	-233.8771	
286000	0.1338536	-233.8771	
287000	0.1338536	-233.8771	
288000	0.1305073	-233.8771	
289000	0.1305073	-233.8771	
290000	0.1272446	-233.8771	
291000	0.1272446	-233.8771	
292000	0.1240635	-233.8771	
293000	0.1240635	-233.8771	
294000	0.1209619	-233.8771	
295000	0.1209619	-233.8771	
296000	0.1179378	-233.8771	
297000	0.1179378	-233.8771	
298000	0.1149894	-233.8771	
299000	0.1149894	-233.8771	
3e+05	0.1121146	-233.8771	
