v1,v2,correlation,ci_lower,ci_upper
PIHAL_NACIMIENTO_L,PIPIN_JEREZ_M,0.8885107045426088,0.879744479483321,0.8962659205204498
PIHAL_NACIMIENTO_L,PIHAL_RAGUA_H,0.9458449488376547,0.9415497441944886,0.94979885734999
PIHAL_NACIMIENTO_L,PIPIN_JEREZ_L,0.9156282557012174,0.9091374506455352,0.9216736610338943
PINIG_LANTEIRA_H,PIPIN_JEREZ_H,0.9974237082280691,0.9971843658833822,0.9976748860463013
PINIG_LANTEIRA_H,PINIG_LANTEIRA_M,0.9996404931411924,0.9996047033222322,0.9996902608644621
PINIG_LANTEIRA_H,PIPIN_LANTEIRA_L2,0.9969053103660983,0.9965428448027723,0.9972898026204509
PINIG_LANTEIRA_H,PINIG_LANTEIRA_L2,0.9969053103660983,0.9965272584306387,0.9972918413099063
PINIG_LANTEIRA_H,PIPIN_JEREZ_M,0.9974871648329827,0.9972500527620253,0.9977431405492356
PINIG_LANTEIRA_H,PIHAL_RAGUA_H,0.9885489601989625,0.9873847854502515,0.9897068825627853
PINIG_LANTEIRA_H,PIPIN_JEREZ_L,0.9889711959037517,0.9875782363449845,0.9902182000505597
PIPIN_JEREZ_H,PINIG_LANTEIRA_M,0.9962799278253452,0.9959216132002278,0.9966738990044357
PIPIN_JEREZ_H,PIPIN_LANTEIRA_L2,0.9918274859242663,0.9910025324165043,0.9927140389204406
PIPIN_JEREZ_H,PINIG_LANTEIRA_L2,0.9918274859242663,0.9909428024303979,0.9926656699679287
PIPIN_JEREZ_H,PIPIN_JEREZ_M,0.999069677683833,0.9989834036682982,0.9991806648399297
PIPIN_JEREZ_H,PIHAL_RAGUA_H,0.9792099110595353,0.977106878525383,0.981209888640734
PIPIN_JEREZ_H,PIPIN_JEREZ_L,0.9844666614136832,0.9825025900219136,0.9861220312414543
PINIG_LANTEIRA_M,PIPIN_LANTEIRA_L2,0.9985827709086968,0.9984219964255652,0.9987684546463509
PINIG_LANTEIRA_M,PINIG_LANTEIRA_L2,0.9985827709086968,0.9984172657719842,0.9987584649031143
PINIG_LANTEIRA_M,PIPIN_JEREZ_M,0.9973701807648196,0.9971268929445224,0.9976354553474934
PINIG_LANTEIRA_M,PIHAL_RAGUA_H,0.9914349005470076,0.9905892503615581,0.9922734966529446
PINIG_LANTEIRA_M,PIPIN_JEREZ_L,0.9922611219971066,0.991267450203629,0.9931405046644267
PIPIN_LANTEIRA_L2,PIPIN_JEREZ_M,0.9947861575930356,0.9942914680055007,0.9953188834083294
PIPIN_LANTEIRA_L2,PIHAL_RAGUA_H,0.9956108032065188,0.9952589803992384,0.9960233738012763
PIPIN_LANTEIRA_L2,PIPIN_JEREZ_L,0.9968680431315362,0.9965297565800899,0.9972143340425353
PINIG_LANTEIRA_L2,PIPIN_JEREZ_M,0.9947861575930356,0.9942617829579334,0.9953072097765303
PINIG_LANTEIRA_L2,PIHAL_RAGUA_H,0.9956108032065188,0.9952374361374035,0.996046967518467
PINIG_LANTEIRA_L2,PIPIN_JEREZ_L,0.9968680431315362,0.9965463576633563,0.9972142882481894
PIPIN_JEREZ_M,PIHAL_RAGUA_H,0.9836255927074677,0.9821198271384968,0.9851363397191898
PIPIN_JEREZ_M,PIPIN_JEREZ_L,0.9900445504090478,0.9888604006239462,0.9911547192163666
PIHAL_RAGUA_H,PIPIN_JEREZ_L,0.9941180006275269,0.9936174968947127,0.9946638054920386
